TECNOLOGIA,IDADE,DATA_DE_ADESAO,LIGACOES_SUPORTE_ULTIMO_ANO,MEDIA_FATURA_MEDIA,TAXA_DE_CHURN
4G,63,1/30/13 12:27,0,100,0.005
TELEFONE_MOVEL,23,3/18/15 12:27,0,18,0.005
TELEFONE_MOVEL,2,12/8/13 12:27,1,80,0.006
FIBRA,67,7/26/12 11:27,0,110,0.008
TELEFONE_MOVEL,72,6/17/14 11:27,1,85,0.004
4G,54,10/10/15 11:27,0,92,0
4G,57,5/28/15 11:27,4,62,0.008
4G,68,4/27/13 11:27,0,21,0.024
TELEFONE_MOVEL,18,3/31/12 11:27,1,30,0.031
TELEFONE_MOVEL,20,3/20/14 12:27,2,86,0.008
TELEFONE_MOVEL,0,3/31/11 11:27,2,79,0.023
TELEFONE_MOVEL,29,7/24/10 11:27,6,50,0.095
FIBRA,3,11/30/13 12:27,0,24,0.021
TELEFONE_FIXO,5,1/17/14 12:27,6,58,0.015
TELEFONE_FIXO,70,8/23/13 11:27,0,41,0.004
FIBRA,34,6/11/15 11:27,0,44,0.003
TELEFONE_FIXO,20,10/31/12 12:27,3,110,0.007
TELEFONE_MOVEL,24,9/9/10 11:27,4,32,0.104
4G,28,1/30/11 12:27,0,94,0.01
TELEFONE_MOVEL,1,8/16/15 11:27,0,103,0
FIBRA,78,10/27/10 11:27,0,39,0.033
FIBRA,59,7/26/13 11:27,8,15,0.361
TELEFONE_MOVEL,2,8/14/10 11:27,1,65,0.021
TELEFONE_FIXO,61,3/24/13 12:27,9,11,0.156
4G,12,6/15/13 11:27,7,63,0.06
TELEFONE_FIXO,73,6/9/12 11:27,3,56,0.016
TELEFONE_MOVEL,10,12/7/13 12:27,4,109,0.012
TELEFONE_MOVEL,32,9/9/12 11:27,8,97,0.038
4G,58,4/28/14 11:27,2,83,0.011
TELEFONE_MOVEL,45,7/25/14 11:27,5,65,0.016
4G,64,3/10/14 12:27,0,15,0.022
FIBRA,18,9/8/14 11:27,1,23,0.028
TELEFONE_MOVEL,72,6/3/15 11:27,0,88,0.001
TELEFONE_MOVEL,70,11/24/13 12:27,0,92,0.003
TELEFONE_FIXO,68,11/22/10 12:27,0,69,0.005
TELEFONE_MOVEL,14,1/30/14 12:27,0,92,0.003
4G,50,10/29/11 11:27,1,75,0.021
FIBRA,34,9/19/15 11:27,0,103,0.001
TELEFONE_MOVEL,5,11/11/10 12:27,0,50,0.013
4G,60,8/22/11 11:27,1,79,0.021
FIBRA,78,11/11/15 12:27,1,14,0.003
4G,48,3/9/11 12:27,9,96,0.094
TELEFONE_MOVEL,10,12/14/14 12:27,0,67,0.002
TELEFONE_FIXO,58,1/9/11 12:27,0,94,0.003
4G,15,3/23/12 12:27,1,67,0.021
4G,79,3/19/13 12:27,0,59,0.009
4G,14,6/27/11 11:27,0,95,0.009
TELEFONE_FIXO,34,9/18/15 11:27,0,62,0
4G,54,1/21/15 12:27,0,30,0.006
4G,77,5/18/12 11:27,9,25,0.271
TELEFONE_MOVEL,66,6/20/13 11:27,0,81,0.004
4G,41,6/3/11 11:27,1,96,0.018
TELEFONE_FIXO,56,8/17/12 11:27,8,89,0.021
4G,63,5/28/14 11:27,0,43,0.007
TELEFONE_MOVEL,79,10/20/12 11:27,0,30,0.013
TELEFONE_FIXO,23,9/20/15 11:27,4,100,0.001
TELEFONE_MOVEL,59,9/6/13 11:27,5,22,0.078
4G,31,9/15/11 11:27,1,102,0.016
TELEFONE_MOVEL,58,9/4/15 11:27,7,73,0.004
4G,79,11/29/15 12:27,0,23,0
TELEFONE_FIXO,46,4/6/14 11:27,1,78,0.003
TELEFONE_MOVEL,13,1/15/15 12:27,0,20,0.006
4G,45,7/20/12 11:27,2,39,0.05
4G,78,9/14/11 11:27,0,70,0.011
FIBRA,39,9/29/12 11:27,0,99,0.008
4G,79,7/11/15 11:27,0,49,0.002
4G,29,11/29/11 12:27,1,109,0.014
4G,36,11/7/12 12:27,5,40,0.088
FIBRA,51,10/1/14 11:27,0,17,0.018
TELEFONE_MOVEL,45,6/19/13 11:27,4,84,0.019
FIBRA,69,9/23/11 11:27,3,66,0.065
FIBRA,11,3/29/11 11:27,3,29,0.164
TELEFONE_MOVEL,63,2/17/11 12:27,2,85,0.021
FIBRA,12,11/28/14 12:27,5,10,0.158
4G,58,9/20/15 11:27,0,69,0.001
FIBRA,24,4/27/11 11:27,3,47,0.1
FIBRA,18,1/15/12 12:27,5,38,0.156
FIBRA,77,7/9/13 11:27,0,96,0.006
TELEFONE_MOVEL,31,1/8/13 12:27,2,86,0.013
TELEFONE_FIXO,60,7/23/14 11:27,1,101,0.002
4G,60,9/15/10 11:27,0,103,0.01
FIBRA,69,11/6/11 12:27,2,18,0.173
4G,57,8/28/13 11:27,0,49,0.009
TELEFONE_MOVEL,42,10/15/14 11:27,0,51,0.003
4G,39,8/11/15 11:27,0,76,0.001
TELEFONE_FIXO,43,8/4/15 11:27,0,15,0.002
TELEFONE_FIXO,67,1/20/12 12:27,2,60,0.012
TELEFONE_MOVEL,58,9/26/13 11:27,6,38,0.052
4G,68,10/10/15 11:27,2,100,0.001
TELEFONE_MOVEL,53,1/21/13 12:27,0,64,0.006
FIBRA,64,3/10/13 12:27,4,73,0.048
TELEFONE_MOVEL,24,1/30/12 12:27,8,20,0.22
4G,22,5/30/15 11:27,0,72,0.001
4G,4,7/1/10 11:27,0,34,0.03
4G,22,12/24/14 12:27,0,70,0.003
TELEFONE_MOVEL,34,5/7/13 11:27,6,41,0.056
TELEFONE_FIXO,64,2/25/12 12:27,0,64,0.004
4G,74,7/21/13 11:27,1,75,0.012
FIBRA,7,9/20/10 11:27,3,72,0.073
TELEFONE_FIXO,15,6/17/11 11:27,0,36,0.008
4G,56,11/28/10 12:27,0,60,0.016
TELEFONE_FIXO,23,4/29/11 11:27,0,104,0.003
TELEFONE_MOVEL,14,9/24/10 11:27,1,35,0.038
4G,5,12/15/12 12:27,1,11,0.103
4G,41,12/11/13 12:27,0,37,0.01
4G,2,8/20/12 11:27,0,13,0.048
4G,66,9/2/12 11:27,2,93,0.02
TELEFONE_MOVEL,20,12/31/10 12:27,0,106,0.006
4G,8,2/10/15 12:27,4,89,0.009
4G,45,8/11/14 11:27,3,99,0.01
4G,44,10/21/10 11:27,5,45,0.13
4G,1,11/4/10 12:27,0,65,0.015
4G,74,10/3/12 11:27,0,47,0.013
FIBRA,37,7/5/10 11:27,1,53,0.052
TELEFONE_MOVEL,12,1/25/11 12:27,1,52,0.024
TELEFONE_FIXO,76,7/7/10 11:27,0,105,0.003
TELEFONE_MOVEL,79,9/14/12 11:27,0,63,0.007
TELEFONE_MOVEL,25,11/25/10 12:27,0,59,0.011
TELEFONE_MOVEL,68,12/20/10 12:27,3,77,0.033
TELEFONE_MOVEL,47,12/1/15 12:27,3,33,0.001
TELEFONE_FIXO,32,3/2/13 12:27,0,81,0.002
TELEFONE_MOVEL,77,7/14/14 11:27,1,88,0.004
FIBRA,24,11/19/10 12:27,0,42,0.03
4G,69,9/10/15 11:27,0,55,0.001
TELEFONE_MOVEL,22,6/22/14 11:27,4,102,0.009
4G,11,6/29/15 11:27,1,29,0.006
4G,37,6/4/12 11:27,0,83,0.008
TELEFONE_MOVEL,56,12/7/14 12:27,0,24,0.005
4G,25,12/6/13 12:27,4,92,0.021
TELEFONE_FIXO,24,7/11/11 11:27,0,89,0.003
TELEFONE_MOVEL,79,6/9/13 11:27,8,43,0.066
TELEFONE_FIXO,32,1/5/11 12:27,1,69,0.009
TELEFONE_MOVEL,70,8/20/14 11:27,0,57,0.003
TELEFONE_FIXO,62,2/14/12 12:27,0,50,0.005
FIBRA,80,4/20/14 11:27,0,55,0.008
TELEFONE_MOVEL,45,8/26/10 11:27,1,30,0.045
FIBRA,48,11/22/11 12:27,0,110,0.009
FIBRA,20,6/21/14 11:27,0,107,0.003
4G,29,12/21/11 12:27,2,26,0.087
TELEFONE_MOVEL,12,8/17/13 11:27,0,99,0.003
TELEFONE_MOVEL,26,5/19/12 11:27,0,30,0.015
TELEFONE_MOVEL,78,2/16/13 12:27,0,97,0.004
TELEFONE_MOVEL,47,9/20/13 11:27,0,99,0.003
TELEFONE_MOVEL,29,1/28/15 12:27,0,101,0.001
TELEFONE_MOVEL,52,4/26/11 11:27,4,91,0.032
FIBRA,72,6/15/11 11:27,0,90,0.013
TELEFONE_MOVEL,67,12/5/15 12:27,1,24,0
FIBRA,43,4/25/12 11:27,5,87,0.063
TELEFONE_MOVEL,25,2/11/11 12:27,1,86,0.014
4G,25,2/15/11 12:27,3,57,0.064
4G,75,8/19/15 11:27,0,101,0.001
4G,33,2/21/12 12:27,9,11,0.656
TELEFONE_MOVEL,72,4/22/14 11:27,2,41,0.015
TELEFONE_FIXO,15,6/17/15 11:27,1,67,0.001
4G,68,1/7/15 12:27,9,22,0.08
TELEFONE_MOVEL,72,12/9/15 12:27,1,98,0
4G,73,6/25/11 11:27,1,48,0.035
4G,16,1/16/12 12:27,0,99,0.007
FIBRA,77,10/12/14 11:27,0,37,0.008
4G,30,2/26/12 12:27,1,97,0.015
TELEFONE_MOVEL,51,8/3/10 11:27,0,73,0.009
FIBRA,47,10/2/12 11:27,1,104,0.016
FIBRA,9,10/21/11 11:27,0,86,0.012
TELEFONE_FIXO,5,9/29/12 11:27,1,85,0.005
4G,8,1/10/13 12:27,10,28,0.218
4G,59,11/21/14 12:27,1,77,0.005
FIBRA,3,12/8/14 12:27,0,76,0.003
TELEFONE_FIXO,43,6/27/12 11:27,6,49,0.031
FIBRA,23,10/28/10 11:27,1,12,0.216
FIBRA,11,4/3/11 11:27,0,55,0.022
FIBRA,3,9/29/14 11:27,0,31,0.01
FIBRA,23,12/27/12 12:27,0,109,0.007
4G,75,7/9/10 11:27,3,22,0.187
TELEFONE_MOVEL,23,11/13/15 12:27,3,51,0.001
4G,33,3/1/12 12:27,6,82,0.061
TELEFONE_FIXO,9,6/28/11 11:27,5,77,0.022
TELEFONE_MOVEL,0,1/2/13 12:27,0,37,0.01
TELEFONE_MOVEL,19,3/14/11 12:27,6,42,0.1
4G,29,8/15/13 11:27,5,103,0.026
TELEFONE_MOVEL,74,9/28/11 11:27,1,26,0.041
4G,20,4/25/13 11:27,2,70,0.021
TELEFONE_FIXO,57,6/14/14 11:27,10,56,0.019
4G,10,7/6/15 11:27,1,89,0.002
4G,15,4/18/13 11:27,3,73,0.028
TELEFONE_MOVEL,18,7/31/14 11:27,0,34,0.005
FIBRA,2,9/10/14 11:27,3,50,0.025
TELEFONE_FIXO,24,10/4/12 11:27,1,25,0.016
TELEFONE_MOVEL,11,3/29/14 12:27,0,107,0.002
TELEFONE_FIXO,76,12/22/10 12:27,2,82,0.011
TELEFONE_FIXO,64,2/16/14 12:27,0,14,0.008
TELEFONE_MOVEL,48,8/31/12 11:27,2,45,0.028
FIBRA,59,7/1/14 11:27,2,59,0.019
FIBRA,56,10/30/11 12:27,0,91,0.011
TELEFONE_MOVEL,7,2/22/14 12:27,1,15,0.03
4G,37,4/14/15 11:27,0,29,0.004
TELEFONE_MOVEL,65,10/8/12 11:27,1,54,0.015
TELEFONE_MOVEL,10,10/4/14 11:27,0,44,0.003
TELEFONE_FIXO,18,9/4/14 11:27,0,85,0.001
TELEFONE_MOVEL,62,7/4/11 11:27,1,107,0.01
TELEFONE_MOVEL,62,7/25/11 11:27,0,97,0.006
TELEFONE_MOVEL,12,4/29/14 11:27,2,72,0.009
4G,3,3/15/13 12:27,5,48,0.065
TELEFONE_FIXO,45,8/18/14 11:27,0,65,0.001
TELEFONE_FIXO,15,10/7/10 11:27,0,25,0.013
TELEFONE_MOVEL,48,4/13/13 11:27,8,90,0.034
4G,9,3/24/13 12:27,0,18,0.029
TELEFONE_MOVEL,21,1/30/13 12:27,0,64,0.006
4G,55,10/29/11 11:27,0,64,0.012
FIBRA,33,4/1/13 11:27,8,39,0.157
4G,2,12/28/11 12:27,0,16,0.047
TELEFONE_MOVEL,56,4/5/15 11:27,0,85,0.001
TELEFONE_MOVEL,78,4/16/13 11:27,0,83,0.004
TELEFONE_MOVEL,57,2/25/13 12:27,3,83,0.017
TELEFONE_FIXO,12,10/7/13 11:27,4,13,0.053
TELEFONE_MOVEL,12,4/15/11 11:27,0,109,0.005
TELEFONE_MOVEL,12,1/4/13 12:27,2,60,0.019
TELEFONE_MOVEL,65,9/20/10 11:27,1,106,0.012
4G,17,1/4/13 12:27,2,71,0.024
4G,48,7/31/15 11:27,1,15,0.009
TELEFONE_FIXO,5,2/20/11 12:27,0,46,0.007
FIBRA,26,12/5/10 12:27,0,44,0.029
TELEFONE_MOVEL,44,10/24/15 11:27,2,34,0.002
TELEFONE_MOVEL,15,6/22/14 11:27,0,77,0.002
4G,31,6/21/13 11:27,0,88,0.005
TELEFONE_FIXO,17,6/5/13 11:27,0,70,0.002
TELEFONE_MOVEL,80,1/24/15 12:27,0,13,0.009
TELEFONE_MOVEL,12,8/11/10 11:27,9,78,0.086
FIBRA,72,11/21/11 12:27,1,68,0.03
FIBRA,39,4/25/15 11:27,1,36,0.009
TELEFONE_MOVEL,47,12/7/11 12:27,1,28,0.036
TELEFONE_FIXO,56,9/30/11 11:27,1,43,0.012
TELEFONE_MOVEL,34,5/22/15 11:27,5,106,0.004
4G,66,10/18/12 11:27,0,14,0.043
4G,19,7/12/10 11:27,3,104,0.039
TELEFONE_MOVEL,10,11/5/15 12:27,4,26,0.003
4G,27,12/12/10 12:27,5,18,0.316
TELEFONE_FIXO,5,6/20/12 11:27,0,69,0.003
TELEFONE_MOVEL,34,7/9/11 11:27,1,29,0.039
4G,27,5/6/13 11:27,9,19,0.26
TELEFONE_MOVEL,62,9/1/14 11:27,3,62,0.01
4G,60,1/2/11 12:27,0,106,0.009
TELEFONE_MOVEL,77,10/28/10 11:27,1,94,0.014
TELEFONE_MOVEL,76,10/24/13 11:27,3,99,0.011
TELEFONE_FIXO,30,6/10/13 11:27,8,13,0.11
TELEFONE_MOVEL,38,6/10/12 11:27,1,103,0.009
TELEFONE_MOVEL,24,8/10/13 11:27,8,59,0.045
4G,34,12/4/13 12:27,1,22,0.035
4G,59,9/16/13 11:27,1,61,0.014
TELEFONE_FIXO,0,10/28/13 12:27,0,34,0.004
TELEFONE_MOVEL,12,2/5/14 12:27,0,110,0.002
TELEFONE_MOVEL,67,9/1/13 11:27,0,16,0.018
4G,15,9/17/13 11:27,2,22,0.058
FIBRA,20,2/25/12 12:27,2,52,0.055
TELEFONE_FIXO,44,8/24/14 11:27,1,66,0.002
TELEFONE_FIXO,61,11/22/10 12:27,1,83,0.008
TELEFONE_MOVEL,79,3/7/15 12:27,0,16,0.006
4G,26,1/9/14 12:27,1,41,0.018
FIBRA,65,11/21/13 12:27,2,20,0.078
TELEFONE_MOVEL,63,1/19/13 12:27,0,59,0.006
TELEFONE_MOVEL,32,2/3/13 12:27,2,64,0.017
TELEFONE_MOVEL,74,9/13/15 11:27,0,27,0.001
4G,68,1/17/15 12:27,0,39,0.004
TELEFONE_FIXO,76,6/25/11 11:27,7,20,0.113
TELEFONE_MOVEL,42,10/17/13 11:27,6,72,0.026
TELEFONE_MOVEL,0,12/9/14 12:27,2,55,0.007
4G,17,10/28/14 12:27,5,82,0.016
TELEFONE_MOVEL,6,7/21/11 11:27,8,20,0.25
TELEFONE_MOVEL,19,11/17/12 12:27,9,49,0.079
TELEFONE_MOVEL,63,10/28/15 12:27,4,63,0.001
4G,52,8/19/14 11:27,5,103,0.015
TELEFONE_MOVEL,50,8/13/15 11:27,0,109,0
TELEFONE_FIXO,65,9/10/12 11:27,0,37,0.006
TELEFONE_FIXO,53,3/7/11 12:27,8,39,0.07
TELEFONE_FIXO,78,6/21/14 11:27,0,31,0.003
TELEFONE_MOVEL,29,7/10/15 11:27,0,108,0.001
FIBRA,36,2/21/11 12:27,0,43,0.028
4G,12,4/28/14 11:27,6,13,0.166
FIBRA,71,10/27/12 11:27,1,91,0.017
4G,17,12/31/14 12:27,2,109,0.005
TELEFONE_FIXO,66,12/29/12 12:27,6,29,0.045
4G,53,9/23/11 11:27,0,83,0.01
4G,57,3/27/13 12:27,0,69,0.007
TELEFONE_MOVEL,47,2/7/11 12:27,5,42,0.087
4G,67,3/26/14 12:27,0,51,0.006
TELEFONE_MOVEL,32,6/3/15 11:27,2,20,0.01
4G,14,10/29/11 11:27,1,27,0.058
FIBRA,4,9/11/14 11:27,0,37,0.009
4G,31,4/16/11 11:27,0,36,0.025
FIBRA,45,2/8/14 12:27,0,34,0.014
TELEFONE_FIXO,77,2/23/14 12:27,4,57,0.01
TELEFONE_MOVEL,7,4/12/12 11:27,5,81,0.034
4G,53,3/15/12 12:27,8,63,0.101
4G,77,5/3/12 11:27,0,94,0.007
TELEFONE_FIXO,15,2/19/14 12:27,9,82,0.014
4G,1,10/23/10 11:27,0,96,0.01
FIBRA,75,2/20/11 12:27,0,46,0.026
TELEFONE_FIXO,56,3/8/12 12:27,0,31,0.008
TELEFONE_MOVEL,79,6/19/11 11:27,2,32,0.053
FIBRA,67,8/18/15 11:27,5,61,0.008
TELEFONE_MOVEL,55,11/21/13 12:27,1,89,0.006
FIBRA,67,5/1/13 11:27,9,38,0.174
4G,5,4/17/15 11:27,0,83,0.002
4G,3,6/5/15 11:27,9,90,0.011
4G,49,12/18/14 12:27,2,94,0.006
TELEFONE_MOVEL,9,9/21/14 11:27,2,80,0.006
4G,39,10/25/14 11:27,0,84,0.003
TELEFONE_FIXO,50,3/11/15 12:27,6,37,0.009
4G,22,6/19/11 11:27,1,83,0.02
TELEFONE_MOVEL,29,3/22/15 12:27,8,28,0.03
4G,62,4/13/13 11:27,0,87,0.006
FIBRA,3,11/21/15 12:27,2,105,0
4G,20,7/18/10 11:27,1,35,0.059
4G,6,2/16/12 12:27,0,96,0.008
FIBRA,22,12/23/11 12:27,7,83,0.097
TELEFONE_FIXO,36,11/16/15 12:27,0,58,0
TELEFONE_MOVEL,72,4/14/11 11:27,7,49,0.096
TELEFONE_MOVEL,41,9/19/11 11:27,5,21,0.153
FIBRA,77,12/18/10 12:27,9,48,0.262
TELEFONE_FIXO,18,7/29/11 11:27,1,15,0.037
4G,67,5/2/14 11:27,1,34,0.018
4G,80,8/17/13 11:27,0,101,0.004
FIBRA,54,11/3/12 12:27,8,28,0.252
4G,64,5/26/15 11:27,0,22,0.005
FIBRA,5,7/12/14 11:27,7,48,0.06
4G,58,1/2/13 12:27,0,49,0.011
4G,60,9/16/13 11:27,1,34,0.025
TELEFONE_MOVEL,67,7/3/12 11:27,2,52,0.025
TELEFONE_MOVEL,31,5/20/13 11:27,0,37,0.009
TELEFONE_FIXO,58,12/7/12 12:27,1,47,0.008
4G,71,9/4/14 11:27,0,57,0.004
4G,14,11/25/10 12:27,7,86,0.089
4G,22,7/17/10 11:27,1,74,0.028
FIBRA,3,5/14/13 11:27,0,39,0.017
TELEFONE_MOVEL,25,4/17/12 11:27,1,93,0.01
TELEFONE_MOVEL,59,4/24/14 11:27,1,55,0.008
4G,22,2/13/13 12:27,7,63,0.068
TELEFONE_MOVEL,15,10/24/12 11:27,1,98,0.008
FIBRA,65,2/5/12 12:27,0,58,0.017
TELEFONE_MOVEL,26,11/27/13 12:27,7,22,0.094
FIBRA,79,6/17/11 11:27,1,63,0.036
TELEFONE_MOVEL,20,11/24/11 12:27,7,37,0.111
TELEFONE_MOVEL,30,10/14/10 11:27,2,50,0.039
4G,25,10/19/11 11:27,1,70,0.022
4G,41,8/22/13 11:27,0,39,0.011
TELEFONE_MOVEL,1,3/7/13 12:27,2,107,0.01
TELEFONE_FIXO,8,1/22/15 12:27,0,51,0.001
4G,77,1/29/12 12:27,7,60,0.098
4G,9,1/24/13 12:27,3,44,0.05
TELEFONE_MOVEL,11,12/10/14 12:27,0,55,0.002
FIBRA,72,7/2/15 11:27,1,92,0.002
FIBRA,67,8/11/13 11:27,1,88,0.013
4G,49,1/1/15 12:27,5,43,0.025
TELEFONE_MOVEL,59,9/28/13 11:27,0,55,0.005
4G,9,10/23/14 11:27,4,33,0.033
4G,66,12/28/11 12:27,0,45,0.017
4G,71,10/28/11 11:27,4,56,0.07
TELEFONE_MOVEL,2,1/24/13 12:27,7,52,0.056
TELEFONE_MOVEL,53,9/1/14 11:27,0,88,0.002
FIBRA,7,7/19/13 11:27,0,25,0.024
TELEFONE_FIXO,73,10/5/13 11:27,8,55,0.023
FIBRA,35,3/16/15 12:27,7,50,0.03
TELEFONE_FIXO,37,9/24/11 11:27,0,13,0.02
TELEFONE_MOVEL,48,1/14/11 12:27,0,101,0.006
FIBRA,15,12/12/14 12:27,0,83,0.003
TELEFONE_FIXO,33,9/17/11 11:27,7,26,0.082
TELEFONE_FIXO,26,6/17/15 11:27,0,23,0.001
TELEFONE_MOVEL,60,2/4/15 12:27,1,88,0.002
4G,34,11/21/11 12:27,2,25,0.092
TELEFONE_MOVEL,11,7/25/12 11:27,0,95,0.005
TELEFONE_MOVEL,5,11/20/14 12:27,0,84,0.002
4G,61,7/5/13 11:27,3,88,0.021
TELEFONE_FIXO,28,1/6/12 12:27,1,82,0.006
FIBRA,14,7/25/12 11:27,0,78,0.011
4G,28,12/21/11 12:27,1,69,0.022
FIBRA,27,9/21/12 11:27,1,81,0.02
FIBRA,63,12/23/13 12:27,6,91,0.038
4G,14,1/18/11 12:27,9,79,0.118
TELEFONE_MOVEL,66,12/16/14 12:27,0,91,0.001
TELEFONE_FIXO,43,11/24/12 12:27,1,84,0.005
TELEFONE_MOVEL,27,12/20/11 12:27,1,15,0.067
4G,52,2/9/11 12:27,1,59,0.031
TELEFONE_MOVEL,71,10/10/13 11:27,1,107,0.005
FIBRA,11,11/8/12 12:27,7,51,0.123
TELEFONE_FIXO,62,9/14/14 11:27,0,23,0.003
TELEFONE_FIXO,44,9/7/11 11:27,0,43,0.006
TELEFONE_FIXO,62,11/5/12 12:27,1,108,0.004
FIBRA,49,6/2/14 11:27,1,36,0.022
4G,48,8/20/12 11:27,1,100,0.013
TELEFONE_FIXO,60,2/17/14 12:27,0,41,0.003
TELEFONE_MOVEL,27,5/14/11 11:27,2,81,0.021
FIBRA,55,9/27/11 11:27,5,61,0.105
FIBRA,31,6/5/15 11:27,1,71,0.004
FIBRA,62,9/24/10 11:27,3,31,0.17
TELEFONE_FIXO,56,4/13/15 11:27,1,27,0.003
4G,7,7/12/11 11:27,1,53,0.032
TELEFONE_MOVEL,13,12/17/14 12:27,6,39,0.022
4G,64,12/30/13 12:27,0,44,0.008
FIBRA,31,11/9/10 12:27,10,44,0.322
TELEFONE_FIXO,69,11/2/15 12:27,0,53,0
TELEFONE_MOVEL,48,6/3/14 11:27,1,46,0.008
TELEFONE_MOVEL,58,1/11/12 12:27,9,34,0.146
TELEFONE_MOVEL,1,4/25/11 11:27,7,18,0.26
TELEFONE_MOVEL,75,2/18/15 12:27,0,48,0.002
TELEFONE_MOVEL,51,12/12/11 12:27,0,102,0.005
TELEFONE_FIXO,54,10/27/13 12:27,4,30,0.022
4G,40,7/13/11 11:27,1,15,0.112
TELEFONE_FIXO,31,10/14/13 11:27,0,48,0.003
4G,14,5/2/12 11:27,3,54,0.051
4G,61,7/16/11 11:27,3,62,0.054
TELEFONE_FIXO,30,6/7/13 11:27,6,23,0.048
4G,74,8/27/13 11:27,10,37,0.129
4G,24,7/1/12 11:27,3,61,0.043
4G,45,9/5/15 11:27,0,34,0.002
TELEFONE_MOVEL,33,1/17/12 12:27,2,91,0.016
TELEFONE_FIXO,36,8/21/15 11:27,0,66,0
FIBRA,20,12/18/12 12:27,2,66,0.034
4G,66,9/13/10 11:27,2,33,0.09
TELEFONE_MOVEL,6,9/23/15 11:27,2,89,0.001
TELEFONE_MOVEL,62,8/19/14 11:27,1,68,0.005
4G,24,1/21/11 12:27,2,14,0.199
TELEFONE_FIXO,32,12/25/13 12:27,2,93,0.004
TELEFONE_FIXO,1,9/13/14 11:27,2,47,0.005
TELEFONE_MOVEL,51,12/5/10 12:27,1,92,0.014
4G,38,5/31/14 11:27,0,103,0.003
TELEFONE_MOVEL,34,2/14/15 12:27,0,49,0.002
4G,33,10/5/15 11:27,0,41,0.001
4G,1,6/30/10 11:27,3,26,0.159
4G,67,2/17/15 12:27,0,37,0.004
TELEFONE_FIXO,60,12/18/12 12:27,3,11,0.069
FIBRA,39,4/17/12 11:27,5,33,0.168
4G,54,5/13/13 11:27,0,105,0.005
TELEFONE_MOVEL,73,10/4/11 11:27,0,51,0.01
4G,63,3/17/12 12:27,0,95,0.007
4G,35,7/29/15 11:27,1,69,0.002
TELEFONE_FIXO,65,12/11/10 12:27,2,32,0.03
FIBRA,54,8/16/11 11:27,2,48,0.068
TELEFONE_FIXO,55,7/8/14 11:27,9,40,0.023
4G,75,11/12/11 12:27,4,56,0.069
TELEFONE_MOVEL,16,6/24/13 11:27,0,53,0.006
TELEFONE_MOVEL,11,7/19/14 11:27,0,52,0.003
4G,30,1/6/13 12:27,2,84,0.02
TELEFONE_FIXO,73,4/24/14 11:27,7,77,0.011
4G,57,8/29/14 11:27,1,57,0.009
4G,32,2/1/14 12:27,3,84,0.017
4G,3,7/19/14 11:27,2,93,0.009
4G,50,5/5/11 11:27,0,94,0.009
4G,77,4/16/15 11:27,3,38,0.013
TELEFONE_MOVEL,8,5/14/15 11:27,0,27,0.003
TELEFONE_MOVEL,60,3/18/12 12:27,0,38,0.012
FIBRA,22,8/28/14 11:27,2,94,0.01
FIBRA,80,10/20/10 11:27,0,92,0.014
TELEFONE_MOVEL,31,4/25/14 11:27,5,24,0.052
TELEFONE_MOVEL,78,7/26/11 11:27,7,11,0.403
TELEFONE_MOVEL,40,7/24/13 11:27,1,96,0.006
TELEFONE_MOVEL,6,12/8/13 12:27,4,44,0.029
TELEFONE_MOVEL,53,1/19/14 12:27,1,25,0.019
4G,33,6/21/14 11:27,7,80,0.028
4G,0,7/21/14 11:27,0,78,0.003
4G,30,9/16/11 11:27,0,56,0.014
TELEFONE_MOVEL,18,8/1/10 11:27,8,94,0.065
4G,56,8/19/13 11:27,8,32,0.123
FIBRA,74,11/10/12 12:27,0,43,0.018
4G,77,11/24/10 12:27,1,24,0.08
TELEFONE_FIXO,1,9/13/14 11:27,0,13,0.006
TELEFONE_MOVEL,79,4/7/11 11:27,5,59,0.06
FIBRA,50,7/11/14 11:27,1,48,0.015
TELEFONE_MOVEL,67,10/19/12 11:27,0,38,0.01
TELEFONE_MOVEL,15,4/9/15 11:27,0,46,0.002
TELEFONE_FIXO,1,11/3/11 12:27,1,65,0.008
TELEFONE_FIXO,38,12/25/13 12:27,0,95,0.001
4G,47,2/6/14 12:27,0,22,0.016
TELEFONE_MOVEL,24,2/17/15 12:27,1,47,0.004
FIBRA,10,4/27/15 11:27,0,63,0.003
4G,21,11/25/14 12:27,0,22,0.009
FIBRA,11,4/30/15 11:27,3,91,0.007
TELEFONE_MOVEL,75,5/14/14 11:27,5,11,0.109
TELEFONE_MOVEL,52,2/28/13 12:27,1,45,0.016
FIBRA,35,11/1/15 12:27,3,41,0.003
TELEFONE_MOVEL,59,10/17/12 11:27,0,13,0.031
4G,7,9/15/12 11:27,0,79,0.008
4G,62,1/20/12 12:27,0,59,0.013
4G,47,1/16/14 12:27,10,43,0.092
TELEFONE_MOVEL,14,8/31/10 11:27,0,45,0.015
4G,43,4/10/14 11:27,0,45,0.007
TELEFONE_MOVEL,1,7/26/10 11:27,0,26,0.026
FIBRA,23,8/14/11 11:27,1,17,0.129
4G,39,2/6/14 12:27,0,67,0.005
TELEFONE_MOVEL,55,8/30/10 11:27,0,109,0.006
TELEFONE_FIXO,62,8/29/14 11:27,0,90,0.001
4G,28,12/26/11 12:27,0,42,0.018
FIBRA,16,4/5/15 11:27,1,81,0.004
4G,38,4/11/14 11:27,0,26,0.012
